,created_at,likes,replies,retweets,text,tweet_id,user_id,user_name,user_screen_name
24,1544523513000.0,4,0,1,"1.2L votes majority for #HarishRao
~1L votes majority for @KTRTRS 
60k majority for #KCR

This is called victory not family

10k defeat for #RevanthReddy
4k majority for #Uthamkumar
30k defeat for dkaruna
and so on..
15% to 2.7% fall for Democratic compulsion guru party ",1072435461543653376,124053849,Raaj,raaj_k
25,1544511762000.0,2,0,0,"#HarishRao Mass Leader 
@trsharish congrats for 1.10+ lakh majority
Edo oka roju Harish Rao  CM  avaali anedi na kaala
 hopefully soon we can see you as CM in near by future pic.twitter.com/hJTHdmc6fR",1072386172293443584,941894480290107392,vijay,TheVijaay
26,1544510916000.0,0,0,0,"#HARISHRAO
#mass
#TelanganaElectionResults
One lakh majoritypic.twitter.com/PkovqBSvey",1072382627162804224,2424201722,VENKATESH,VATTIKUTIV
27,1544510271000.0,5,0,0,"1,06,826  majority for #HarishRao 
Congrats anna 
#TelanganaElections2018",1072379919550898176,756222503060516864,Yu r de oly one 💙,RaghuvarunBtech
28,1544516016000.0,1,0,0,"Congrats #HarishRao garu for acheving a record for  getting highest majority in our country 
1.2 lakhs majority 
#TelanganaElections2018",1072404017219862531,2418318210,manikantavamsi,manikantavamsi9
29,1544528767000.0,0,0,0,"@KTRTRS Congrats Sir...Nice Majority . Make a promise to me , on next Elections you will Beat #HarishRao Sir Majority  . Congrats all Winners of #TS2k18 . #TRSDAY",1072457500073562115,935030788810084352,chenchuNaidu Aitha,chenchuchitti
30,1544847867000.0,0,0,0,What about #HarishRao? http://thegreatap.com/index.php/2018/12/15/what-about-harish-rao/ …,1073795901188116480,903942799246151680,GreatAP News,thegreatap1
31,1544547024000.0,2,0,0,"Special Congratulations Hon. Member of Telangana Legislative Assembly @trsharish 

Wish you more power & strength to fulfill all wishes and good deeds of  people & specially farmers of Telangana.

Keep achieving more heights in your Journey. 
#TRS
#HarishRao
#Telangana",1072534071912357889,2763122540,RaghuRami Reddy,raghu_3R
32,1544515142000.0,3,0,0,Happy to see high majority in Telangana Elections #HarishRao #TRS #KTR #KCRpic.twitter.com/NzW9tDHY3F,1072400348827082753,1067465759926902784,Nagaraj,Nagaraj45776148
33,1544499867000.0,0,1,0,#HarishRao 20K leading after 3rd round #Siddipet #TRS ,1072336281210970115,109728961,MB 🌟,Keshav4005
34,1544587521000.0,0,0,0,#JaiTelangana @RaoKavitha #HarishRao @KTRTRS Congratulations for your huge victory #TRS the political history Game Changerpic.twitter.com/lyaqdEkJlR,1072703930486800384,141610237,Pavan Palakala,Pavan_Palakala
35,1544510265000.0,10,0,3,#TelanganaElectionResults #Harishrao @trsharish @trspartyonline Harishrao anna is Bahubali in Telangana Harish Anna lead with 1lac mejority king is on the way to cm chairpic.twitter.com/D58FvtBBP1,1072379895819456513,1020999723522699264,Thanniru Harish Rao Anna  Yuvasena,mania_stylish
36,1544512257000.0,6,0,2,"1,20,000  lead for #HarishRao
#TelanganaElections2018",1072388250675933184,2529779670,తెలంగాణవాసి 🔯 Register Your Vote,JSPChandan
37,1544875620000.0,2,0,0,#Nephew can not reach the prime place - history repeats in #IndianPolitics. #TelanganaElections2018 #HarishRao,1073912303433658368,89320985,AnirbanBhattacharyya,lan2in
38,1544943307000.0,0,0,0,"https://youtu.be/xt6R5X3IDuw  Mla Errabelli Happy with Trs Working President As A Ktr || Errabelli ||Ktr ||Harish Rao || Trs
#Errabelli,#HarishRao,#Ktr,#Trs,#Errabelly,#PalakurthyMlapic.twitter.com/wSPDRPULXA",1074196204823695360,1044617606282514435,ManaPalakurthy,ManaPalakurthi
39,1544799832000.0,59,1,13,"To those who are worrying about @trsharish anna , should remember that he has much more bigger responsibility of making #Kaleshwaram project into reality which no other can do now
So folks don't bother..Harish is Harish
#Telangana #TelanganaWithKCR #Harishrao #KTR #TRS #TrsPartypic.twitter.com/g8E0zfGdTl",1073594426658762752,286699467,భరత్. 🕉️,bharathbunny27
40,1544852410000.0,2,0,0,"#KTR's #KCR's choice But #HarishRao might be people's choice!

https://www.gulte.com/news/71640/KTR-is-KCRs-choice-But-Harish-might-be-peoples-choice …pic.twitter.com/2W4jWu2bGT",1073814955953029121,2340680791,Gulte,GulteOfficial
41,1544788865000.0,0,0,0,"https://youtu.be/UCSzjPP6yxk  Minister Harish Rao Congratulated to Trs Working President Ktr ||Ktr ||Kcr|| HarishRao ||Trs party

#Ktr,#Kcr,#TrsParty,#TrsWorkingPresident,#HarishRao,#KcrLive,pic.twitter.com/iXw3hJumhi",1073548429803048960,1044617606282514435,ManaPalakurthy,ManaPalakurthi
42,1544536978000.0,0,0,0, Troubleshooter @trsharish @trspartyonline #TelanganaElections2018 #HarishRao pic.twitter.com/gLQKdrHZVK,1072491939319156736,1962062370,Karthik Puppala,SyeRaa_Karthi
43,1544530971000.0,2,0,2,"#HarishRao created a record of sorts in the Telangana Assembly elections by winning the #Siddipet seat by over 1.20 lakh votes.
#TelanganaElectionsResultspic.twitter.com/pDdmLR0P3G",1072466743560413185,635606169,Vamshi Rao,pvamshirao
44,1544526212000.0,3,0,1,"Congratulations to #KCR garu #KTR  garu #HarishRao Garu & co for the Epic victory 
#AssemblyElection2018
#TelanganaWithKCR
#TelanganaAssemblyElections2018
#TelanganaElections2018
#TelanganaElectionResults2018pic.twitter.com/ryz1CldQkg",1072446780984438784,977874750285348864,123telugunews.in,123telugunews
45,1544519684000.0,62,1,12,"#TRS Leader #HarishRao Back to Power with 1.2Lks Majority

#NtvTelugu #TelanganaElections2018 #TelanaganaElections2018 @trspartyonline @trsharishpic.twitter.com/yNYCV5IjuJ",1072419403059335170,2765853637,NTV Telugu,NtvteluguHD
46,1544518355000.0,1,0,0,"#HarishRao wins with Record Majority in #Siddipet

Read: https://goo.gl/KVmMrn pic.twitter.com/tH9YY4ordi",1072413827487162368,246676672,TOLLYWOOD®,tollywood
47,1544516293000.0,2,0,0,"Congratulations
All the best for the
Next five years
#KCR
#KTR
#HarishRao pic.twitter.com/7E7SF7MaSr",1072405178240905216,910357848172974080,Bhimalingu Lingu,bhimalingu
48,1544513318000.0,44,0,6,"#Harishrao wins #siddipet with Record Breaking 1.2 Lakhs.

Highest Ever. All time record 
#TelanganaElections2018
#TelanganaElectionspic.twitter.com/CseEB0AWBR",1072392700031369216,469287067,Nani🇮🇳,trulyNANI
49,1544513053000.0,40,2,9,"@trsharish creates history by having 1,19,622 votes majority in Siddipet, #HarishRao is the youngest politician entering Assembly for the 6th time undefeatedly. Congratulations n Wishes to u. #TelanganaElectionResults2018",1072391588217872384,136935731,Nellutla Kavitha,iamKavithaRao
50,1544512269000.0,3,1,0,"1lakh above majority this is a
 big victory in telangana 
#HarishRao ,#KTR ,#TRS ,#TelanganaElections2018
#Telanganapic.twitter.com/vOoVDk3AIE",1072388299665432577,821166156195184641,LAXMAN YADAV,CHETTAMAINALAXM
51,1544512154000.0,1,0,0,Congratulations  #HarishRao pic.twitter.com/BRgLcWHeMC,1072387819308544000,919033404,praveen,LOVE_U_418
52,1544511833000.0,1,0,0,"#KCR,#KTR,#HARISHRAO,#TRS
This is telangana Victorypic.twitter.com/Y60kCZXHZ5",1072386469879316480,821166156195184641,LAXMAN YADAV,CHETTAMAINALAXM
53,1544511382000.0,109,6,19,"TRS Mass  clean sweep
6 CMS,1PM,16 cabinet ministers
No Caption Needed   #TRS
+ = 
Should appreciate all #TGPeople 
Jai Ho #TRS #KCR
#TelanganaWithKCR
#HARISHRAO #KTR
#Prabhas #MaheshBabu #Saaho
#Congresspic.twitter.com/mOoL6LTNLg",1072384582039822336,1529960154,Prabhas_Saaho,PurnaReddy07
54,1544511303000.0,1,0,0,"Siddipet is #HarishRao. #HarishRao is Siddipet.
Never seen anybody who loves his constituency as much as he does. No wonder the mammoth majority. 85% of votes 
#TelanganaElections2018pic.twitter.com/4zdVFDY7lU",1072384246948552704,764978676,Sai Anoop raj,saianoopraj
55,1544511058000.0,110,5,13,"#HarishRao wins from #Siddipet with a majority of more than one lakh votes.
#TelanganaElectionResults #AssemblyElection2018 #Result2018 #TRSpic.twitter.com/lrqtUKYtHg",1072383220040245248,4767528991,Telangana Today,TelanganaToday
56,1544510811000.0,21,1,4,"RECORD RECORD RECORD !!!

1,01,209 Majorty 

6th Consective Win (Double Hattrick)

Siddipet Gadda Maa #HarishRao Adda
80% votes ........ Masssss 
#TelanganaElections2018
#TelanganaElectionResults",1072382184743407616,897334304103157761,Sreekanth || F2 🔥,SreekanthVenkyy
57,1544509024000.0,2,0,0,"#HarishRao Wins in Siddipeta
#TelanganaAssemblyElections
#AP24x7
https://www.youtube.com/watch?v=fG-f-x9yEXg …pic.twitter.com/FAJTK1HjuM",1072374688498794497,840435127817818112,AP24x7,AP24x7live
58,1544508058000.0,7,0,1,"@trsharish 12th Round : 72,000+ Votes Majority
#HarishRao #Siddipet
#TelanganaElections2018 Siddipet pic.twitter.com/AWhV5sZsnW",1072370637497356288,839496792,Abhinov Srinivasa Kalyanam,PabhinovP
59,1544504994000.0,47,0,6,"Congratulations to TRS for winning this elections with a huge margin.The mind of #KCR, the ability of @KTRTRS to take things into public, the mass leadership of  #HarishRao & the telangana peoples belief on #Trs made all this possible.
#TelanganaWithKCR
#TelanganaElection2018pic.twitter.com/meAyY9gzxf",1072357787341082624,144407313,Manoj,manojvalluri
60,1544784641000.0,1,0,0,"#HarishRao, #KTR sends clear signals to #TRS cadre

https://www.gulte.com/news/71623/Harish-KTR-sends-clear-signals-to-TRS-cadre …pic.twitter.com/EpkbgogieB",1073530713478115328,2340680791,Gulte,GulteOfficial
61,1544581124000.0,1,0,0,"Congratulations anna.. for 6th time to assembly and 1 lakh 19 thousand majority.....
#HarishRao
#TRSParty #madhavaram #narsihmaraopic.twitter.com/xvMrJn3fxA",1072677099205464065,1007911732474515458,Srikanth,Srikant24107270
62,1544538171000.0,0,0,0,"#Telanganaelection2018 battle in pubg version. Winner winner  chicken dinner goes to @KTRTRS #kcr #harishrao
@trspartyonline 
Sir'spic.twitter.com/iTUznzh3Hp",1072496939827163137,750729150520913921,arvind,arvindpadige05
63,1544535780000.0,1,0,0,"@JanaSenaParty chief @PawanKalyan greets #KCR for winning #TRS in #TelanganaElections2018 #TelanganaElections #TelanganaAssemblyElections #TelanganaAssemblyElections2018 #KTR #HarishRao #Telangana
https://mudra369.com/ pic.twitter.com/jU3k3e3pJ3",1072486914207440897,1047079875994050560,Mudra369dotcom,mudra369dotcom
64,1544533153000.0,2,0,0,"#Janasena Chief #PawanKalyan congratulated #KCR @KTRTRS @trspartyonline for their huge win in #TelanganaElections2018 .

He also congratulated #HarishRao for winning winning with huge majority. pic.twitter.com/0RVKB3issE",1072475892696432640,3467335093,Jeevan,Jeevan_Tweets_
65,1544524572000.0,11,1,1,"#ElectionsWithTheQuint | #HarishRao wins with over 1,18,499 votes. #TelanganaElections2018 

Follow for updates:
https://bit.ly/2LajH5A pic.twitter.com/Fw25VbWXD6",1072439904355913728,2982269822,The Quint,TheQuint
66,1544522250000.0,4,0,0,"Congratulations Harish rao sir  @trsharish @trspartyonline  for a record majority first time in India an MLA winning with a thundering majority of around 1,20,000
Huge respect on u sir 
#peoplesleaderharishanna
#HarishRao #KTR
#KCR #TelanganaWithKCRpic.twitter.com/D5gG3JiZMA",1072430164158701568,809567102617133058,ManoharReDdy,MaruthiBunty
67,1544522171000.0,3,1,1,"BJP MLA Raja Singh wins Goshamahal with a majority of 20k Votes. 
Finally! 

@TigerRajaSingh @BJP4Telangana
@Sagar4BJP
#HarishRao #siddipet
#AssemblyElections2018
#TelanganaElections2018
#TelanganaElections
#TelanganaElectionResults
#Results2018pic.twitter.com/1u0V3EwWqA",1072429831097327618,274426734,Naveen Gupta,Naveen_Guptaa
68,1544518377000.0,0,0,0,"#HarishRao wins with Record Majority in #Siddipet

Read: https://goo.gl/KVmMrn pic.twitter.com/noqN3i8Iig",1072413918189023238,4630525694,Tollywood Radio,tollywoodradio
69,1544517378000.0,4,0,0,"@TelanganaToday #HarishRao wins from #Siddipet with a majority of more than one lakh votes.
#TelanganaElectionResults #AssemblyElection2018 #Result2018 #TRSpic.twitter.com/E7UOhk6cTj",1072409730847522816,1029686462072029184,Kalyan lucky,Kalyanlucky2321
70,1544515606000.0,4,0,1,"#HarishRao creates history by having 1.2lks votes majority in #siddipet ..,  
Youngest politician entering Assembly for the 6th time undefeatedly. Congratulations anna. #TelanganaElectionResults2018pic.twitter.com/OEe1gZoj3b",1072402295206371328,469287067,Nani🇮🇳,trulyNANI
71,1544515492000.0,2,1,3,"#HarishRao gets Highest Majority ever in India, 1,20,650. 
@trsharish 
@republic
@timesofindia @TimesNow @ndtvpic.twitter.com/lZuijMBFM9",1072401817852674048,961434496011653120,Sainath,HarishRao_Fan
72,1544515184000.0,3,0,0,"Congratulations to TRS for winning this elections with a huge margin.The mind of #KCR the ability of @KTRTRS to take things into public, the mass leadership of  #HarishRao & the telangana peoples belief on #Trs made all this possible.
#TelanganaWithKCR
#TelanganaElection2018pic.twitter.com/6AEvomEM9T",1072400526984298496,705709251549724672,Keerthy Suresh ❤️ Fan Ikkada...😇,Dileep_Keerthy
73,1544514157000.0,4,0,1,"Record: #HarishRao Wins With 1,19,622 Majority

https://www.gulte.com/news/71533/Record-Harish-Rao-Wins-With-1-19-622-Majority …pic.twitter.com/V3aJu0GXt8",1072396217286569984,2340680791,Gulte,GulteOfficial
74,1544513779000.0,13,0,4,"There is no place for #Congress and #BJP in #Telangana Says #HarishRao after his historical win with 1,20,000 + Majority

#TelanganaElections2018",1072394635593564160,2529779670,తెలంగాణవాసి 🔯 Register Your Vote,JSPChandan
75,1544510767000.0,2,0,0,"Incredible  Majority sir @trsharish
#TelanganaElections2018 #TelanganaElectionResults 
Congratulations #HarishRao Garu pic.twitter.com/kUPW1ofQ2Y",1072381999254519808,842307247032090624,Life In Hyderabad - లైఫ్ ఇన్ హైదరాబాద్,LifeInHyd_India
76,1544510349000.0,10,1,8,"This VICTORY will go down as One of the BIGGEST Ever WINs for an INCUMBENT Govt in the HISTORY of INDEPENDENT INDIA.

Congrats #KCR, #HarishRao and @KTRTRS 
#TelanganaElections2018",1072380247197261825,922987122,FTW !,IamIVK
77,1544510332000.0,36,0,4,"#HarishRao is not just a dinosaur. He's the biggest one among the tribe. Leading by over lakh votes 
Still two rounds to go.
#AssemblyElections2018",1072380177605410819,92340201,Nagaraj,rajuvijai
78,1544500784000.0,9,0,0,"#HarishRao of #TRS leads in Siddipet 

Checkout #TelanganaElections2018 results live updates here - 

https://www.indiaglitz.com/telangana-election-results-2018-live-updates-telugu-news-225509 …
#TelanganaElectionResults #TelanganaElection2018 #TelanganaElectionspic.twitter.com/jxm6lal8fN",1072340127790317568,52877595,IndiaGlitz™ l Telugu,igtelugu
79,1544177342000.0,0,0,0,#KCR #KTR #HarishRao  casted their vote pic.twitter.com/weWpYZCD3M,1070983516878462976,837991572926930946,tfcnews,tfcnews1
80,1544544175000.0,0,0,0,"Heartly Congratulate The Ruling #TRS Party Retaining Power In The State.   Hearty Congratulations to TRS Suprmeo & CM Sri #KCR Ji And Sri #KTR Ji & Smt. #Kavitha Ji  And Sri #HarishRao Ji All TRS MLAS, MLC,  MPS, Minisiters ,Chairman's And Party Workers.. ",1072522124571611138,1066052619594944512,Kabeer Khan INC,IncKabeer
81,1544536908000.0,0,0,0,"Well it's time for party..
87 seats for #TRS
#mission_impossible made #possible by #KCR Garu #KTR Garu #harishrao Garu #resposibulties increased.",1072491643666882560,3012236293,Nruppenn Krishna Kumar,nruppenn
82,1544534946000.0,0,0,0,"#TelanganaElections2018
#TelanganaWithKCR
#TelanganaElections
#HarishRao 
We have been standing with @trsharish Garu.
Will be standing with @trsharish Garu.
#siddipet is harish's ironfortress.
#Telanganapic.twitter.com/DyWWLbJqTe",1072483414241173507,313866257,#WhereIsAvengers4Trailer,ss_bhargava
83,1544531675000.0,0,0,0,#HarishRao Victory In#Siddipet http://youtu.be/JaMKRKOD9_U?a ,1072469694471389187,285008656,vinod,vinod0629
84,1544531425000.0,6,0,0,"#TelanganaElectionResults2018 

Hearty congratulations 2 #TRS party, #KCR gaaru, #HarishRao gaaru & #KTR gaaru.

Well deserved win for ur dedication towards development of the state & social welfare schemes for people of Telangana.

@trspartyonline @trsharish @KTRTRS @RaoKavithapic.twitter.com/38hH8ZoA6R",1072468645291401216,133232828,Harinath Reddy,Harinathreddy_c
85,1544526969000.0,3,0,1,"#TRS Leader #HarishRao Back to Power with 1.2Lks Majority

#NtvTelugu #TelanganaElections2018 #TelanaganaElections2018 @trspartyonline @trsharishpic.twitter.com/ehixGMVFez",1072449956898840578,19223718,YuppTV,yupptv
86,1544521046000.0,4,0,0,"#TelanganaElectionsResults: #HarishRao creates history
http://www.ntvtelugu.com/en/post/telangana-elections-results-harish-rao-creates-history …
#Results2018 #AssemblyElections2018 #TelanganaPollsResutls #TRSpic.twitter.com/C8DkeVIlZu",1072425113302249472,4760767394,NTV Breaking News,NTVJustIn
87,1544520009000.0,0,0,0,"Congratulations #HARISHRAO anna for double hatrick winning as an MLA in siddipet constituency. Winning with 1,20,650 majority is phenomenal. టీఆర్ఎస్ కు తిరుగులేదు.. హరిషన్న కు ఎదురులేదు..  #KCR #TelanganaElections2018 #TelanganawithKCR #Telanganapic.twitter.com/T8bnJNxSRv",1072420762924052480,2899349580,Pranay Madhan G,iPranaymadhanG
88,1544518352000.0,0,0,0,"#HarishRao wins with Record Majority in #Siddipet

Read: https://goo.gl/KVmMrn pic.twitter.com/ZqlshmA6Jd",1072413812484202497,717906013,Tollywood Magazine,tollywoodmag
89,1544512300000.0,4,0,3,"1lac 20 thousand votes lead for #HarishRao in #Siddipet
#TelanganaElections2018 #TelanganaWithKCR",1072388432335388672,3308344724,#TelanganaWithKCR,sparrow168
90,1544511601000.0,1,0,0,"#HarishRao wins from #Siddipet with a majority of more than one lakh votes.
#TelanganaElectionResults #AssemblyElection2018pic.twitter.com/ZE4x5bjcys",1072385496695873536,1032911430851481605,Express News Hyderabad,ExpressNewsHyd0
91,1544511251000.0,4,0,3,"#HarishRao -Real People's Leader & 
Backbone of TRS Party. Congratulations on a thumping Majority.  You deserve more Sir @trsharish . Our dear CM #KCR & @KTRTRS people r watching. 
#TelanganaElections2018
#Results2018",1072384028920156162,122455623,Anoop Reddy,anoopreddy27
92,1544511083000.0,2,0,0,"#TRS ,#KTR ,#TelanganaElections2018
#HarishRao 
This is victory of telangana
Where is mahakutami",1072383327456378880,821166156195184641,LAXMAN YADAV,CHETTAMAINALAXM
93,1544510566000.0,5,0,0,#HarishRao crossed 1 lakh majority.... harish rao mass  #TelanganaElectionResults,1072381158955118593,960939644744384513,😎,IamRamya5
94,1544509742000.0,22,4,0,"#HarishRao Garu 92,909 majority, tho win

1Lack + miss aindi ",1072377699459624962,921311108505395200,#PhirEkBaarKCR,SidduOfficial
95,1544509643000.0,0,0,0,TRS Harish Rao Leading at Siddipet District | Telangana Election Results | #HarishRao | #Telangana http://youtu.be/2yUWI7o08IY?a ,1072377284999479296,733246717072531456,toptelugumedia,ProgGnapika
96,1544509259000.0,4,0,1,#HarishRao won for the 6th time consecutively .. #DoubleHatrick .. Opponents lost deposit all the 6times #TRS @trsharish  #Siddipet,1072375676018352128,164978784,Rayalaseema Chinnodu,InceptedDream
97,1544508790000.0,9,0,0,"Siddipet :
80k+ majorty and still counting 
Record majorty on the way
#HarishRao masss 
#TelanganaElections2018
#TelanganaElectionResults",1072373709753778179,897334304103157761,Sreekanth || F2 🔥,SreekanthVenkyy
98,1544502661000.0,0,0,0,"#HarishRao Majority in 2014: 93,328

One Lakh Majority Now?

#TelanganaElections2018
#TelanganaElections @trsharishpic.twitter.com/vC0jpDl717",1072348000201134080,382030295,Tolivelugu,Tolivelugu
99,1544190506000.0,1,1,0,"TRS Winning -87 seats, Kootami- 7,
BJP - 12, MIM - 6, BLF - 6, Indipendent-1, Constituency wise and Candidate names also given kindly see.
#ExitPolls #AssemblyElections2018
#ktr #BJP4Telangana #BJP #ElectionsWithNews18 #LagadapatiRajaGopal #HarishRao #KCRFailedTelanganapic.twitter.com/WurfmxDyDU",1071038730595577858,918518832133578752,Sankar Rao Namala,sankar_namala
100,1544527734000.0,14,0,2,"Double Hattrick for Harish Rao

#HarishRao
#TelanganaElectionResults
#Newsof9https://bit.ly/2Gb2Mkv ",1072453165419819008,1029718388149444608,News Of 9,TheNewsof9
101,1544526454000.0,2,0,0,"If you gain courage because a thousand people are standing behind you.Then you can win only one war.
But if a thousand people gain courage because you are standing infront of them. You can conquer the world. 
#Congratulations #KTR #KCR #HarishRao",1072447797163671553,932923785073672193,Goutham Siva🇮🇳,SivaChary_CH
102,1544524639000.0,0,0,0,Congratulations to  #KTR #KCR #TRS #HarishRao reality is won,1072440185168818176,1059466086695878656,Krishna,Krishna92829869
103,1544523271000.0,2,0,2,Hero of the day #TRS #HarishRao 1lakh20k votes @trsharish #trsparty @trspartyonline,1072434444852756481,1164211669,Mr.Versatile,UrSaiSrujan108
104,1544517704000.0,0,0,0,Congratulations to #HarishRao garu  for the record majority and #ktr garu..,1072411097641164801,266684492,kranthikumar,kranthi70
105,1544516326000.0,7,0,4,"1,92000+  is record majority in Assembly Elections.

In, 2008 Khairatabad assembly constituency by Vishnu Vardhan Reddy of Congress.

#HarishRao #siddipet
#AssemblyElections2018
#TelanganaElections2018
#TelanganaElections
#TelanganaElectionResults
#Results2018",1072405316749459458,274426734,Naveen Gupta,Naveen_Guptaa
